t	r		Fi		V		Teta		W		Alfa		q		nx		ny		h

101	6465601.028445	0.008438	3085.841912	0.893853	4077.336735	-0.012751	9.714355	8.205070	-0.104625	94601.03
102	6468033.789977	0.008740	3161.021479	0.891905	4159.947702	-0.010500	7.239742	8.421008	-0.088420	97033.79
103	6470522.180255	0.009051	3238.452876	0.890066	4244.791282	-0.008350	5.354846	8.648614	-0.072217	99522.18
104	6473068.028449	0.009371	3318.259202	0.888334	4331.991538	-0.006299	3.929944	8.888863	-0.055991	102068.03
105	6475673.266859	0.009698	3400.574234	0.886706	4421.683159	-0.004344	2.861123	9.142837	-0.039713	104673.27
106	6478339.939877	0.010034	3485.543675	0.885180	4514.012716	-0.002481	2.065793	9.411750	-0.023354	107339.94
107	6481070.214005	0.010380	3573.326592	0.883754	4609.140096	-0.000710	1.478836	9.696959	-0.006883	110070.21
108	6483866.389117	0.010734	3664.097080	0.882425	4707.240176	0.000973	1.049330	9.999992	0.009734	112866.39
109	6486730.911139	0.011098	3758.046189	0.881192	4808.504750	0.002570	0.737787	10.322575	0.026534	115730.91
110	6489666.386400	0.011471	3855.384185	0.880052	4913.144792	0.004084	0.513851	10.666662	0.043558	118666.39
111	6492675.597916	0.011855	3956.343187	0.879005	5021.393099	0.005514	0.354389	11.034480	0.060850	121675.60
112	6495761.523965	0.012249	4061.180284	0.878048	5133.507406	0.006865	0.241937	11.428569	0.078459	124761.52
113	6498927.359366	0.012654	4170.181231	0.877181	5249.774088	0.008137	0.163430	11.851850	0.096442	127927.36
114	6502176.539960	0.013070	4283.664848	0.876402	5370.512561	0.009332	0.109190	12.307691	0.114859	131176.54
115	6505512.770939	0.013497	4401.988310	0.875710	5496.080568	0.010452	0.072122	12.799999	0.133781	134512.77
116	6508940.059798	0.013937	4525.553530	0.875105	5626.880573	0.011497	0.047072	13.333333	0.153287	137940.06
117	6512462.754896	0.014389	4654.814935	0.874585	5763.367533	0.012468	0.030343	13.913043	0.173470	141462.75
118	6516085.590883	0.014854	4790.289007	0.874151	5906.058445	0.013367	0.019306	14.545454	0.194435	145085.59
119	6519813.742581	0.015332	4932.566101	0.873802	6055.544161	0.014195	0.012117	15.238095	0.216306	148813.74
120	6523652.889391	0.015825	5082.325211	0.873538	6212.504162	0.014952	0.007496	16.000000	0.239228	152652.89
